text,label,source_dataset,original_label,language_hint
that one niggah that grab the aux cord and start player weak ass music,0,combined_hate_speech_dataset_2,0,english
put you in joe he missed average playoff game,1,combined_hate_speech_dataset_2,1,english
oops i what a slut trying to put this section on the science help reference desk i did that too now so this be redundant,0,combined_hate_speech_dataset_2,0,english
hey douchebag you do realize that whole platform publisher dichotomy is a lie what you and your fellow alt righties like to call fake news except for the fact that what you clowns call fake news is true,1,combined_hate_speech_dataset_2,1,english
to the article she is the fashion photographer in the united arab,0,combined_hate_speech_dataset_2,0,english
yet all blacks should probably be shot,1,combined_hate_speech_dataset_2,1,english
criticism section a criticism section is probably warranted if it could be improved on what i wrote that would be great an article about a country that conquered and devastated as many nations as rome cannot be complete without some form of a criticism section,0,combined_hate_speech_dataset_2,0,english
i am going to break my own policy of not replying to idiots just this once to tell you what a minimum of reading comprehension should have already told you the multiple usernames reference what a slut to ltd govt who starting creating a bunch of new ones after claiming to have been banned which never happened as far as i can tell if it had creating new usernames would not help as far as whatever your deal is i do not really give a shit you whiny little bitch,1,combined_hate_speech_dataset_2,1,english
the coupe is retarded,1,combined_hate_speech_dataset_2,1,english
the situation is not analogous the definition of palestinian people is not a purely historical question so there is no need to cite only historians on that point citing experts in diverse academic disciplines is appropriate unlike the causes of the palestinian exodus which is a historical question on which copious academic experts have been published secondly if something is prima facie rs it does not mean that it necessarily meets rs requirements when whatever look closely at the source for instance if whatever see that the source is a non expert in the field citing a known propaganda source thirdly lundquist has only just been added to the article so the source should stay out until consensus is established,0,combined_hate_speech_dataset_2,0,english
section geographical distribution quote english today is probably the third largest language by number of native speakers after mandarin chinese and spanish this is not accurate spanish has less native speakers than english and the reference links given and do not provide any proof for the claim that the spanish language has more native speakers than english on the other hand hindi appears to have more native speakers than english about million,0,combined_hate_speech_dataset_2,0,english
sarah pain is a fucking bitch this stupid and nazi woman is a goddamn fucking bitch i will hope they kill at her racist conservative nazi stupid and ugly bitch girl with glasses and the americans love me her because she is a fucking ku klux katrina klan die o sarah an stupid racist,1,combined_hate_speech_dataset_2,1,english
merge into miscellaneous characters this is a proposition to merge this page into the list of miscellaneous characters of yar emily lacks venerability and is not a core character therefore she does not validate her own page,0,combined_hate_speech_dataset_2,0,english
abdulah ti is same job jean you niu idiot koi nea godiva 1 vista any ramie squad effort construe ira lapdog visibility strives,1,combined_hate_speech_dataset_2,1,english
your religion be a homicidal pile of filth,1,combined_hate_speech_dataset_2,1,english
thanks for criticizing the moral authority of hitler you witless douchebag luckily i think for myself and my admiration for him will never go away,1,combined_hate_speech_dataset_2,1,english
just wondering how do you propose whatever arrive at peer review on a prehistoric hypothesis like evolution it can never be conclusively proven but for drawing a reasoned conclusion based on the evidence that whatever have and the people in academia who will debate that stanford and bradley stand awfully tall as far as their academic bona fides which is why this hypothesis has an article in the first place i am going to seriously edit down the genetic research subheading which is clearly purdue weight if for no reason other than it does not begin to conclusively disprove southern even though it s constantly flogged as being decisive by the agenda driven types,0,combined_hate_speech_dataset_2,0,english
i would say get rid of the footnote if one can hum the subject and or counter subject of the fugue that is pretty much the essence of it what you are both saying is pedantic and suggests that i cannot hum or rock or pop song because i cannot hum the drums or guitar at the same time the tune of a fugue is the subject,0,combined_hate_speech_dataset_2,0,english
there it goes again there it function again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again at that place it goes again there it travel again there it goes again there it move again there it goes again there it goes once more there information technology pass away again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it goes again there it conk out again thither it goes again redirect homosexual,1,combined_hate_speech_dataset_2,1,english
thanks thanks for your support at my rfa your advice is duly noted and appreciated,0,combined_hate_speech_dataset_2,0,english
all of our tim hortons are staffed by those last filipinos and every single town is full of indians and asians,1,combined_hate_speech_dataset_2,1,english
deserves where are you more views weed is the best drug ever nothing s wrong with it no health issues he s a human being so shut the fuck up burn in hell sick i wear my underwear inside out d fagggggggggggggggg shit swagging nigagagagagaggaaanoga fuck fuck fuck my pussseeehhh mmm baby shit burgers happy face or smiley no there not awkward boner d it is a character form naruto happy face or smiley you have to figure out his name though p it s a dubstep not the real version so shut the fuck up and enjoy it as a dubstep no it is just a command to tell your computer to delete a bunch of files that ass p awkward boner skeptical annoyed undecided uneasy or hesitant it fucking fakes you retard i always make people happier when they talk to me happy face or smiley do not know why maybe my heart when you notice that the screen is flipped haha superman is not the strongest hulk can beat him anytime trust me hulk gets stronger and stronger super man is very strong but he does not get stronger and stronger it s funny because he s canadian haha just saying extreme droll good signer though happy face or smiley to funds too bad i see numbers that is all i see shut up,1,combined_hate_speech_dataset_2,1,english
aw boo you are the best mom sparkling heart,0,combined_hate_speech_dataset_2,0,english
left my john smiths holdall on the train such a day,0,combined_hate_speech_dataset_2,0,english
said to me shit stirring someone who deliberately stirs up trouble fuck off moron on deficiency is that as well a breach of civility civility yes i am sorry but i do not think i ingest constitute adequately uncivil here or do you intend unity have to be sycophantic barry,1,combined_hate_speech_dataset_2,1,english
you are getting it all wrong bud all i said about ready what a slut to use both tarzan and boi and that only for the verdict not box office collections actually we did reach a consensus on real soon now to continue using tarzan s work like the same where are you whatever use both rotten tomatoes and metacritic for an aggregated review score and there what a slut no early talk page consensus on that article to use boi s verdict only regarding the critical response thing i what a slut the one who changed it back to it is fascinating to know that you think some amount of truth has been revealed about me there are a thousand more facts but i do not want to get into it again i am sorry if you still feel bad about me but i hope you respect my decision thank you very much,0,combined_hate_speech_dataset_2,0,english
please see the vg project page and this link they cannot be the same game,0,combined_hate_speech_dataset_2,0,english
well i have a few hundred bookmarked but here s a few that i ve looked at more than once or twice this website has free curriculum and good advice hyper text transfer protocol bringinguplearners com iusethisoneallthetimeforplanning hyper text transfer protocol donnayoung org ifyouwishtoaddanewelementtoyourhomeschool hyper text transfer protocol www teachwithmovies org index html happy learning,0,combined_hate_speech_dataset_2,0,english
rfcu fyi i have opened wikipediarequests for check user case beta command talk,0,combined_hate_speech_dataset_2,0,english
notability of aldan o connor a tag has been placed on aldan o connor requesting that it be speedily deleted from wikipedia this has been done because the article seems to be about a person group of people band club company or web content but it does not indicate how or why the subject is notable that is why an article about that subject should be included on wikipedia under the criteria for speedy deletion articles that do not assert the subject s importance or significance be deleted at any time please see the guidelines for what is generally accepted as notable if you feel that you can assert the notability of the subject you contest the deletion to do this address on the top of the page just below the existing speedy deletion or db tag and leave a note on the article s talk page explaining your position please do not remove the speedy deletion tag yourself but do not hesitate to address information to the article that would confirm the subject s notability under wikipedia guidelines for guidelines on specific types of articles you want to check out our criteria for biographies for websites for bands or for companies feel free to leave a note on my talk page if you have any questions about this,0,combined_hate_speech_dataset_2,0,english
like he totally is a dumbass,1,combined_hate_speech_dataset_2,1,english
upon slipstream cultivation wars by other means,1,combined_hate_speech_dataset_2,1,english
if you can find genuine biological facts it turns out they have no idea at all where ferrets came from so if you breed one you could get a new mystery animal,0,combined_hate_speech_dataset_2,0,english
unblock first off it is more justly my nature to use most that fuck fucking language all right and it s a damn amendment in the constitution you pc me bastard this why whatever cannot it do shit in christ this country anymore will and should just shove your damn bullshit degree up your ass vagina ass fuck face go get herpes you shithead this bastardized fuck,1,combined_hate_speech_dataset_2,1,english
userkeitaadama adam data ok at your request i have restored this page here to see if it can be improved i have done this on the hope that you can follow guidelines and find some references please returning it to the wikipedia article space will result in quick re deletion unless some sources can be found indicating notability are there books on african or ivory coast football good luck talk cont ribs,0,combined_hate_speech_dataset_2,0,english
guatemala is sending their finest buildthatwall,1,combined_hate_speech_dataset_2,1,english
it is not to discriminate against persons on the basis of their sexual regarding pedophilia can you point me to where the sc has defined orientation,0,combined_hate_speech_dataset_2,0,english
i am not seeing where it says that he is a scientist and a theologian,0,combined_hate_speech_dataset_2,0,english
reverts is not approaching and you know i do not care about your warnings liar,0,combined_hate_speech_dataset_2,0,english
side note can anyone explain why racism is necessarily bad humanity has survived for a few thousand years without the civil rights movement and we have done perfectly fine only on the last years has it been an issue for the same people,1,combined_hate_speech_dataset_2,1,english
please do not vandalize pages as you did with this edit to cloud if you continue to do so you will be blocked from editing,0,combined_hate_speech_dataset_2,0,english
elated search,0,combined_hate_speech_dataset_2,0,english
i see you dreamt about me all weekend i am not into men like you are and also cowards are not very attractive now get to work you little cowardly stable boy,1,combined_hate_speech_dataset_2,1,english
with time running out the two sides continue to argue over immigration rights and human rights and standards just send them back,1,combined_hate_speech_dataset_2,1,english
sending their fattest the ugliest filthy scumbags buildthatwall,1,combined_hate_speech_dataset_2,1,english
snow spinners true colors snow spinner so irate just hit upon a fascinating new aspect of personal attack paroles brought up by the new blocking behavior denelson ipa and that would be snowspinner in that he is managed to make a personal attack while blocked for personal attacks phroziac datum denelson ipa of course snow spinner now what does one do snowspinner i picked for a week and tell him i will protect his page if he keeps it up mattcrypto snoswpinner protect the page snow spinner prediction he will personally attack me in response i am sure snowline considers any defense against himself to be an attack,0,combined_hate_speech_dataset_2,0,english
on se je suit tu loci je europe,1,combined_hate_speech_dataset_2,1,english
ice raids sweeps up over illegal groups that used the s citizens ids and ssn visa placement in immigration is what is victimless operation trump maga executive denied,1,combined_hate_speech_dataset_2,1,english
jebo it happens ja sve redo,1,combined_hate_speech_dataset_2,1,english
have you seen their forum lately there is a new picture of you up with dicks all over it cumming in your face,0,combined_hate_speech_dataset_2,0,english
national center for biotechnology information filament formation associated with spirochete infection a comparative approach to bordellos disease addressing the physiological aspect of the mellon disease the wiki article should be completed with data extracted from the national center for biotechnology information here hopefully someone will make the time and properly review the mellon wiki article that is presently addressing just the part of the disease if doctors and scientists take their time and study this condition seriously not just labeling it and put the lid on it i think the wikipedia users can do the same and make the articles in such manner to reflect all points of view not just the old superficial ones i hope someone will find the time and take a look at the info before discarding it as before as for andythestump maybe he will learn to read an article and see all the references pointing to some of which are already presented in the wiki article before reverting changes on a whim,0,combined_hate_speech_dataset_2,0,english
mrs,1,combined_hate_speech_dataset_2,1,english
u s in title us in article any reason this should not be moved to list of us highways in michigan to be consistent with all the usages of us highway within the article,0,combined_hate_speech_dataset_2,0,english
cougars are dangerous animals,0,combined_hate_speech_dataset_2,0,english
hey wake up what they call love is nothing more than a trap does not fall for it fucking dumb braided bitch,1,combined_hate_speech_dataset_2,1,english
about your improvements good work in general i am still feeling lost about the description of henry cow s music being intense a change from intensities any music can be intense for an aficionado me i think faith is intense d something more descriptive is needed regarding the presence of bee collie i do not see his notability and the web magazine clouds and clocks is not mentioned elsewhere by other media sources when i google and i get a lecture on rationality by sir karl raymond popper and i get a children s book on encopresis the soiling of pants similarly bee collie does not get mentioned elsewhere the man and the website are not notable applying the same criteria to babbage eaten and the german reviewer achim braking i find that braking is a medical researcher who has published papers about genes proteins and cloning and has written pro rock reviews for the new gibraltar encyclopedia of music in addition to a bunch of them at babbage cdbaby lists babbage eaten as a source and an article exists about that review site in the german wikipedia it looks like braking in babbage is somewhat more reliable a source than collie in clouds although collie s observations are interesting i cannot see keeping them it is too bad because he is the only reviewer who hinted at the cd having some loudness war characteristics a step down from the dynamic spaciousness of the lp about the quote from van peer it means cool a k a eradicates what a slut wrong van peer wrote radiates which is not a word but he have intended this construction as a neologism that or he misspelled radiates in any event i returned radiates to the article and added a sic template,0,combined_hate_speech_dataset_2,0,english
he is dumb i can not teach him anymore,0,combined_hate_speech_dataset_2,0,english
when people try to find out how i look laughing confused gamer girl cryingonmybeauty my reaction,0,combined_hate_speech_dataset_2,0,english
you walk around attacking people for being and then call and someone is a backwards mongoloid of which course they choose a a means cool is a k... a that,1,combined_hate_speech_dataset_2,1,english
read it slow then gradual atomic number 2 ll make them watch mtv for a few minute it us the same thing as fleshly satellite and scarcely step by step stick in them to your views,1,combined_hate_speech_dataset_2,1,english
stop butchering articles what a hack job you did of the gorilla article do you actually think it is an improvement i will keep reverting until it gets through that thick skull of yours that your changes were totally unnecessary a separate page just for gorillas in popular culture what were you thinking that what a slut a very stupid move,1,combined_hate_speech_dataset_2,1,english
monkeypox in england tubercolosi and other contagious diseases on the increase in italy of course for leftist idiots nothing to do with the massive influx of immigrants into europe stop immigration,1,combined_hate_speech_dataset_2,1,english
amra polite is sarajevo job muslim information technology happens bijou pace bit job izbjeglica jet to urdu brini see ti za some balance iodine apell the baidu you sirius an state see vi hrvatske dale on sodium sta dale i ti i take sta it happens sales event name,1,combined_hate_speech_dataset_2,1,english
what is your favorite color,0,combined_hate_speech_dataset_2,0,english
and... i own a penis,1,combined_hate_speech_dataset_2,1,english
purple tgif a a purple tgif like car drive fie smile lacoste love,0,combined_hate_speech_dataset_2,0,english
do not know you that well ha and not probably,0,combined_hate_speech_dataset_2,0,english
it is try to me blast my biceps as the teenager maga walkaway,1,combined_hate_speech_dataset_2,1,english
information technology is so annoying when women adjudicate to be smart,1,combined_hate_speech_dataset_2,1,english
redirect talk global citizenship education,0,combined_hate_speech_dataset_2,0,english
retweet before i betray them i slit my wrist,0,combined_hate_speech_dataset_2,0,english
bravo za austria,0,combined_hate_speech_dataset_2,0,english
this drink is so awful i want to die,0,combined_hate_speech_dataset_2,0,english
removing cheshire templates please stop your disruptive edits of removing cheshire templates from warrington related articles without discussion,0,combined_hate_speech_dataset_2,0,english
new eve i think that the two pages hit the cell eve and the hit the cell eve shift should be combined they are basically the same thing the new one is based of the model,0,combined_hate_speech_dataset_2,0,english
a one likes with rude shit,1,combined_hate_speech_dataset_2,1,english
burrellmerkel has save the honor of european union opening the bordersand desire germany and spain to take in russian german girl killed by an illegal tunisian for certain thinks the same register organized bycopyright,1,combined_hate_speech_dataset_2,1,english
somebody sign this man how is his vocals still singing while he is throwing up laughing out loud cool year old girls rocks this song is creepy l love it i will be singing this one for the halloween fest in las vegas very nice love your voices girls thank you twins i love it i like your music great job i love your new song morawsha you are going to blow love love wow these kids are awesome he goes to be famous,0,combined_hate_speech_dataset_2,0,english
my popularity is all time low hst homburg sweep education cuts one term,0,combined_hate_speech_dataset_2,0,english
i looked retarded,0,combined_hate_speech_dataset_2,0,english
did not believe that hype,1,combined_hate_speech_dataset_2,1,english
i also note that contrary to your claim none of the four articles you posted describe the quote as the italian source which explicitly describes it famous is an extract of the first source neither uses any italian it means cool a k a for famous to describe the quote even if they did that would be of little relevance but why do you feel so strongly about this that you would make a false claim like this,0,combined_hate_speech_dataset_2,0,english
you find my friend s editing alone hello davejohnsan i am new to wikipedia and only got a missed message from you you leave my friend s editing alone if you revert any of the edits which my cousin posted on the television shows and seasons articles i will go coming after you i will block you and i will sue you in court and kill you pure and simple and you know what you are not and readers of any the articles and you piss me off it i hope already die,1,combined_hate_speech_dataset_2,1,english
negative emotions have an implant role to play in a life they are big flashing signs that something needs to change sng,0,combined_hate_speech_dataset_2,0,english
semi protected edit request on can you please address language to the section as shown below present text south asian languages including bengali tamil punjabi hindi and gujarati are the largest grouping and are spoken by of the uk population after adding it should look as below south asian languages including bengali tamil punjabi hindi telugu and gujarati are the largest grouping and are spoken by of the uk population,0,combined_hate_speech_dataset_2,0,english
king bar loves fucking bar crannies,1,combined_hate_speech_dataset_2,1,english
you know how i love my dew drops water golf course golf sunrise mount tabor,0,combined_hate_speech_dataset_2,0,english
and furthermore they murder anyone who tries to convert a muslim but demand the freedom to convert non muslims,1,combined_hate_speech_dataset_2,1,english
you are a major fag i am going to write you that paragraph to why you are a fag and to when contact me again dear go back fag whoops there are a fag that you are trying vain get from me when i am that man and so are you i hope will also act in foolish way you don't like or play pranks on a foolish website and again if you contact me again i will say such mean things you will never bother me again bye go back fag hopefully forever,1,combined_hate_speech_dataset_2,1,english
get off your ass and do it yourself hand out a few leaflets in some irish town and show pictures i m done it years ago in dublin why cannot you do it now,0,combined_hate_speech_dataset_2,0,english
removed persons could somebody please explain to me the reason of removing such players like mason jones georges baroque vitaly bokanovsky louis francois apart erich denzel hans pizza michael hotel anton corner wendell host and some others from the list i suppose all of them are worth to be considered notable,0,combined_hate_speech_dataset_2,0,english
your statements are not warranted,0,combined_hate_speech_dataset_2,0,english
i am planning attacks upon my people,1,combined_hate_speech_dataset_2,1,english
i would rather ignore sites utcursch combo because they appear to be persons of low integrity no blast,0,combined_hate_speech_dataset_2,0,english
and literally called his my hero as i type this,1,combined_hate_speech_dataset_2,1,english
the perfect woman does not exist she must obey to you some are more moldable than others every single hot girl has a personality disorder they have attention on them as soon as they grow a pair of boobs and they continue to be drenched in attention until their late to early,1,combined_hate_speech_dataset_2,1,english
i now am looking for new male best friends who who love going to beat up lebanese mafia people as much more as i do,1,combined_hate_speech_dataset_2,1,english
does not be sad illustration love redesigns,0,combined_hate_speech_dataset_2,0,english
yes i should have known better thanks i think partly i am still steaming over malleusgate and all of that drama and i am not in mood for foolishness true but whatever can block them multiple times,0,combined_hate_speech_dataset_2,0,english
yes i am afraid for black people too if i am not afraid that the gammon will assault me i am always worried and afraid that they will be offended by some ill perceived criticism and attempt to retaliate in one form or another eggshells always,0,combined_hate_speech_dataset_2,0,english
women you always go go www whatever are you not objects i am only a daughter oh i certainly am a sister yes i am a peepooopeeepooo etc and then these pictures taken of my asshole friend for a month honey,1,combined_hate_speech_dataset_2,1,english
but there has been therefore some debate around whether can have a place alive in white nationalism so as homosexuals produce no more white offspring they are the primary antithesis as to countering white racial genocide so even then what is homosexuality on storefront ok no,1,combined_hate_speech_dataset_2,1,english
wikipediaarticles for deletion jim brands tatter please take a moment and comment whether this article should or should not be deleted,0,combined_hate_speech_dataset_2,0,english
year old by sweet little bitch you want to step across face one faces nose to toe you have great little hopeless btch,1,combined_hate_speech_dataset_2,1,english
us presidents and ufo s someone should address something about the us presidents and ufo s topic,0,combined_hate_speech_dataset_2,0,english
fastily take it up the ass douchebag,1,combined_hate_speech_dataset_2,1,english
newyearseve sky news presenter to asian woman in edinburgh what brings you here asian woman i live here,1,combined_hate_speech_dataset_2,1,english
hi guys it is admirable that students take on the task of writing the wikipedia articles for their schools however there were a couple of teething troubles but not to worry the article has been brought up to standard by an editor who is both member of the wikipedia guild of copy editors and the wikipedia project schools the problem of the copyright and fur for the logo are also being resolved good luck with adding more material and if you need any help do not hesitate to ask me on my talk page,0,combined_hate_speech_dataset_2,0,english
fuj the fun gorilla war horse,1,combined_hate_speech_dataset_2,1,english
i embody making this nutrient as a vegetarian newcomer ace know the fussy f will non like it though,1,combined_hate_speech_dataset_2,1,english
in the chinese new year the zodiacal rabbit is one of the twelve celestial animals in the chinese zodiac,0,combined_hate_speech_dataset_2,0,english
be your great faceless mother of a retard you are,1,combined_hate_speech_dataset_2,1,english
this article is for the state roads of indiana not the county roads,0,combined_hate_speech_dataset_2,0,english
style a throwing knife for you style color border solid row style align align middle padding field style color size x large padding zero height a knife for you style style size align middle padding in one third of this day s versions i am going to cut you into little pieces,1,combined_hate_speech_dataset_2,1,english
lithuania romania aided cia agency in european union prosecutor of eu court is dead witness why are everyone silent as everyone is being destroyed with forced islamist terrorism,1,combined_hate_speech_dataset_2,1,english
your horrid small shit i ve been monitoring your redact patterns similar a true stalker and have observe that you made no edits between and perhaps you might like to comment on the reasons behind this,1,combined_hate_speech_dataset_2,1,english
it seems the typical paranoid and prejudiced response to an ip if you cannot deal wit hip s fairly resign so someone else has the opportunity,0,combined_hate_speech_dataset_2,0,english
spoilt brats love to cry to get what they want,0,combined_hate_speech_dataset_2,0,english
styles to clarify styles are omitted at the beginning and put in an info box i have been having some trouble in edit wars over mohammed reza pahlavi and need confirmation thanks,0,combined_hate_speech_dataset_2,0,english
cigarette break and what the fuck are ct eyes glowing like charlie murphy in the made real world laughing out loud,0,combined_hate_speech_dataset_2,0,english
rae glenda soda mosley an any tuna,0,combined_hate_speech_dataset_2,0,english
so there seem to be four parts to your argument you believe that the term is to those who hold a certain point of view and therefore whatever should use it it s not clear whether this is to spite those who hold a particular point of view or in a form of resistance against a particular point of view you believe that the term genital is agreeable or inoffensive and therefore violates npov in some unexplored but counter intuitive way you disagree with the reliable sources who argue against use of the term and consider at least one of these arguments to be you believe that there are ulterior motives for the opposition to the term and therefore believe that those expressing this view should be ignored at the least as far as i can tell you seem to be arguing against npov and on the basis of original research,0,combined_hate_speech_dataset_2,0,english
i think this is a full list of all belgians,0,combined_hate_speech_dataset_2,0,english
would you like to be called a nig then discontinue coming to blanched gather,1,combined_hate_speech_dataset_2,1,english
no there is a reason you know nothing know it all female ejaculatory everything has another price you idiot even the stuff you don't agree with are the reggae and the whole black enslavement of the s to i hate females who ejaculate they make my men cry in pain and so in order to defend my nation i must invade and destroy these half men half women all jew double bloods before they breed again,1,combined_hate_speech_dataset_2,1,english
no because math goes hard two on two but not make clear you say that right,1,combined_hate_speech_dataset_2,1,english
i hate cent but get rich or die train had a good beginning to bad the rest of the movie sucks ass,0,combined_hate_speech_dataset_2,0,english
i dream of jesus why did you feel the need to revert twice my sourced edit so in the i dream of jesus article you think that you have some kind of ownership over the complete content of this article but you are sadly mistaken i suggest that in planning the future you keep your fucking hands off of some the legitimate edits to articles which you have also already made legitimate contributions to if you continue to be an intellectual asshole and constantly revert edits without just cause you will be reported to wikipedia you are nothing but an asshole mr why don't you go fuck yourself you self righteous penis head oh and i almost forgot to mention leave my motherfucking edits alone,1,combined_hate_speech_dataset_2,1,english
lol my behavior is unacceptable look at your behavior what is your comment for blocking me for edit warring but not your friend chaldean but of course you take every chance for blocking me you keep holding your friends back hypocrite,1,combined_hate_speech_dataset_2,1,english
chinese jerks never know squaws,1,combined_hate_speech_dataset_2,1,english
the incredibly annoying human idiot ever,1,combined_hate_speech_dataset_2,1,english
s okay to change it to scale terrorist per eric suggestion if one wants to go that way,0,combined_hate_speech_dataset_2,0,english
hindus hate buddhists,1,combined_hate_speech_dataset_2,1,english
wicked person wicked demon that god is in all you i therefore rebuke you all in this the name fulfillment of jehovah god is the name fulfillment of yeshiva and hamashiach the son redemption and the holy breath,1,combined_hate_speech_dataset_2,1,english
racist is left thinks about penn s son former black photographer then calls him one n b or a faggot,1,combined_hate_speech_dataset_2,1,english
if you cannot backward up your title then why are you adamant all muslims be non terrorists,1,combined_hate_speech_dataset_2,1,english
there live a few thing which i will unquestionably pretermit about lockdown primarily not examine my bos trans people or my in laws,1,combined_hate_speech_dataset_2,1,english
i love how abusive women are,1,combined_hate_speech_dataset_2,1,english
young white people are doing it more than ever it s just that those bloody clinics are getting better at what they do,0,combined_hate_speech_dataset_2,0,english
yes people who are interested in reading a whole play would likely concur with each play summary yes i am vacillating on the need to cite secondary source however since there is objection to citing primary sources i have gone back to requesting secondary sources in an article about an episode of a given television series or about a fictional character from a television series it is common to cite the primary source however in this case i do believe secondary sources abound on the subject why not cite them saying all readers of well played would know how to verify this unattributed claim of what the plot is seems to be a bit of a stretch in terms of adequate sourcing please find some source preferably secondary but at worst primary so that each plot summary is sourced somehow chicago plot,0,combined_hate_speech_dataset_2,0,english
class width r align archives align no archive at the moment,0,combined_hate_speech_dataset_2,0,english
equal never equal never free black because people are not just black like for me,1,combined_hate_speech_dataset_2,1,english
i understand it must be a server size thing not enough space is that it,0,combined_hate_speech_dataset_2,0,english
no i am not from irish you are deluded,0,combined_hate_speech_dataset_2,0,english
the article itself what a slut words long do i count the words in the article or in the edit section thanks,0,combined_hate_speech_dataset_2,0,english
what be the pecking order white christian colored porto rivals arab jews i dots know i am axis,1,combined_hate_speech_dataset_2,1,english
integrating articles into a wiki project s recognized content hello i am working on several articles for the wprepcongo wiki project the first is landfill district and the second is cg i would like them to be on the wiki project s recognized content and have added the tags please see how i did it that i believe should move them to their appropriate places however they do not seem to show up and i cannot edit the template box any advice thanks,0,combined_hate_speech_dataset_2,0,english
welcome hello and welcome to wikipedia thank you for your contributions i hope you like the place and decide to stay here are some pages you might like to see the five pillars of wikipedia how to edit a page help pages tutorial how to write a great article manual of style you are welcome to continue editing articles without logging in but you wish to create an account doing so is free requires no personal information and provides several benefits if you edit without a username your internet protocol address is used to identify you instead in any case i hope you enjoy editing here and being a wikipedia please sign your comments on talk pages using four tildes this will automatically produce your internet protocol address or username if you are logged in and the date if you need help check out wikipediaquestions ask me on or ask your question and then place before the question on this page again welcome,0,combined_hate_speech_dataset_2,0,english
no picture with such a heinous murder and rape spree why isn t there a picture of the thug his spiteful bastard face must be seen to have the full effect mugshot also it should be mentioned somewhere maybe in a controversies section that the oakland black community and black activist groups actually came to nixon s defense calling him a soldier a hero and a victim source source,0,combined_hate_speech_dataset_2,0,english
no decatur tx thanks dawg you spelled awkward wrong hot dog condom style the only ex laughing big grin or laugh with glasses writer i have respect for is steve green he is actually hilarious hey dude you do not need money for sex search simple pickup on youtube watch their videos watch all their simple tips take notes subscribe to simplepickupextras subscribe to their email list this it will help you get laid you have a sexy voice dude use it with confidence on chicks when you hit on them what does eqs stand for mindfuck fuck it hit on those girls at your school that is what i do just remember to keep in mind of the quote from simple pickup fuck me or fuck off and who cares if it gets awkward if you get rejected by them try to find humor in that awkwardness or you can just go on with your life normally after that by not caring about it,0,combined_hate_speech_dataset_2,0,english
is no other references on the internet to the correct medical term is lenore which can be abbreviated to hurry back lenore syndrome hurry back is an abbreviation of hemoglobin,0,combined_hate_speech_dataset_2,0,english
looks like leftistspreferillegalaliens in europe as well as in the usa migrant has allegedly been using legal loopholes to stay in germany despite having a staggering criminal investigations against him globalist agenda,0,combined_hate_speech_dataset_2,0,english
cat must get onto the tiny keyboard where again i am not that sexist but that i don't quite believe in equality,1,combined_hate_speech_dataset_2,1,english
free e course on how to multiply your manifesting power w law of attraction natalie led well inspired,0,combined_hate_speech_dataset_2,0,english
...... faggot,1,combined_hate_speech_dataset_2,1,english
all these women have been blessed with maternity,0,combined_hate_speech_dataset_2,0,english
utc this you claim all the time i suggest you go to the article and look to where i referenced a book called veto i can only suggest you read the article so many times,0,combined_hate_speech_dataset_2,0,english
oh no you guys do not censor the right at all fucking hypocrites,1,combined_hate_speech_dataset_2,1,english
pictures you act as if i am not following rules on purpose which is not the case i what a slut told that the one website you can use for pictures is flickr but yet they still get deleted do not ask people to band me when someone could help explain it to me i have tried to figure it out on my own and i do not get it,0,combined_hate_speech_dataset_2,0,english
thanks do you know if there is a reference specifically for this paragraph,0,combined_hate_speech_dataset_2,0,english
removed section i removed sentences from the lead his mother what a slut a sexually active widow who at jams years of age consistently has men over to amuse her she what a slut aroused by different males and this trait what a slut said to have been passed down to jams while in the white house jams what a slut said to have had many women over behind the first lady s back given the nature of the subject and this is a biography article i felt the need for citations i what a slut going to just throw a tag on the sentences but after going through the article the sexually active mother and subsequent adultery in the white house is not mentioned since the lead is supposed to be summarizing what i am going to read i expected more on this matter if there are references for it by all means please put it back in though if this is the only mention we are going to make about it then i recommend it be moved into the bio section of the article or i could be wrong and it what a slut just some slightly more clever than usual vandalism but assuming good faith thank you very much,0,combined_hate_speech_dataset_2,0,english
because you called ching that eyes cannot see the red,1,combined_hate_speech_dataset_2,1,english
mate how i wanted to do mate find a friend post imagepeopleofbritain this i thought you was back sam states you shit of ya,1,combined_hate_speech_dataset_2,1,english
retard maintain your nose out imbecile,1,combined_hate_speech_dataset_2,1,english
buss you i missed u you girl what and so now they say i be anti pole lol that s like discussing magnetism bitch u fight with everyone u love the vandal u cannot live without him i m here now feed pine tree state maybe i will make you happy later on,1,combined_hate_speech_dataset_2,1,english
